n1_total,y_CO_1,y_H2O_1,n2_total,T1,T_reactor_in,P_R,T_flash,T4,Q1_MW,Q2_MW,T_reactor_out,X_CO,T3,P3,n3_total,y_CO_3,y_H2_3,y_MeOH_3,y_H2O_3,P4,n4_total,x_CO_4,x_H2_4,x_MeOH_4,x_H2O_4,MeOH_recovery,MeOH_purity_stream4
1418.50382,0.261298738,0.0322632,306.278018,294.815233,523.864647,61.9145781,307.104455,298.61616,3.23063776,-0.00852943784,616.726192,0.130360132,307.104455,61.9145781,1537.89275,0.20954073,0.787889591,0.00214110329,0.000428576061,61.9145781,90.2522759,0.000927192983,0.000405595898,0.498886258,0.499780953,0.931852323,0.498886258
1413.37064,0.260762213,0.00658446177,305.393419,304.257618,507.458775,51.1972226,301.485188,295.876364,2.86664476,-0.0037482955,605.041615,0.136687078,301.485188,51.1972226,1563.56937,0.203467213,0.793141811,0.00326501003,0.000125966242,51.1972226,54.4416466,0.000772083698,0.000345920027,0.83155921,0.167322786,0.898661729,0.83155921
1567.21774,0.365398484,0.00723243895,246.158649,319.22569,518.665191,62.6114914,354.405794,339.235836,2.99711749,-0.00510955019,620.293673,0.0964996347,354.405794,62.6114914,1676.27251,0.308642726,0.667464305,0.0216111575,0.00228181176,62.6114914,26.5811085,0.00106407704,0.000292025096,0.71611737,0.282526528,0.344457422,0.71611737
1391.37652,0.356270471,0.00128658087,174.723865,293.927124,507.44273,68.7706479,293.32707,291.32707,2.71888746,-0.00133930308,622.285557,0.108556596,293.32707,68.7706479,1405.36388,0.314369986,0.683778378,0.00184016094,1.14742466e-05,68.7706479,53.1121187,0.00169358204,0.000415645046,0.964489866,0.0334009068,0.951942201,0.964489866
1097.82296,0.268325136,0.0229133142,196.210221,305.532176,516.691527,72.8754892,302.905335,300.905335,2.24919623,-0.00148806852,623.499213,0.141116412,302.905335,72.8754892,1146.39789,0.220628628,0.777335419,0.00181426994,0.000221683109,72.8754892,64.4969836,0.00118063226,0.000479586447,0.61226552,0.386074261,0.9499659,0.61226552
855.554292,0.357277908,0.0221615426,367.669805,298.430969,526.552426,75.0009926,318.750635,316.750635,2.28444015,-0.00123260774,628.843597,0.123004418,318.750635,75.0009926,1096.19227,0.244490467,0.751120256,0.00391918886,0.000470088007,75.0009926,51.8341511,0.00122021474,0.000446626134,0.64248483,0.35584833,0.885736249,0.64248483
1247.89683,0.448143986,0.00259915986,230.423996,303.917897,508.712393,50.987742,317.67746,280.529692,2.47845183,-0.0170938899,608.179148,0.0788035315,317.67746,50.987742,1353.61293,0.380551961,0.61146803,0.00782732683,0.000152681759,50.987742,36.5681217,0.00129941752,0.000248226578,0.915407037,0.0830453193,0.759582527,0.915407037
1484.85851,0.2933893,0.00683899696,347.502538,293.326011,530.063793,59.6812202,299.370793,280.496157,3.53054266,-0.012538336,619.473105,0.112916076,299.370793,59.6812202,1678.87717,0.23015011,0.767275264,0.00247128168,0.000103343473,59.6812202,55.1019914,0.00103246865,0.000393764883,0.817428919,0.181144847,0.915655638,0.817428919
967.060671,0.368717612,0.0332172644,148.003453,309.696878,534.615292,54.9457071,294.368177,292.368177,2.07216463,-0.00127273819,617.100152,0.0778639111,294.368177,54.9457071,1000.94537,0.32841549,0.670187933,0.00114717531,0.000249402344,54.9457071,58.59053,0.00140338742,0.000323921609,0.454268875,0.544003816,0.958642303,0.454268875
923.112922,0.405875635,0.0105580706,315.092498,313.51062,479.646039,76.1091563,338.021987,289.387439,1.71641714,-0.029939553,620.01817,0.138778655,338.021987,76.1091563,1084.9489,0.297347033,0.691072941,0.0109725629,0.000607463759,76.1091563,49.2643844,0.00135269778,0.000388201372,0.813800807,0.184458294,0.771046714,0.813800807
1402.07734,0.370381726,0.0265333696,149.143476,293.50691,476.944317,67.5779407,315.283774,313.283774,2.31768274,-0.00222901072,612.23949,0.121387416,315.283774,67.5779407,1330.07162,0.342926793,0.653053202,0.00354905908,0.000470945586,67.5779407,95.0753017,0.0015743557,0.000354743085,0.613371149,0.384699752,0.925115305,0.613371149
1581.59527,0.436482104,0.00783988667,128.488343,299.301872,533.271631,79.9640291,327.58761,322.421927,3.26868732,-0.00349226181,634.923612,0.0754342066,327.58761,79.9640291,1552.13493,0.411144061,0.581893136,0.00654246423,0.000420339034,79.9640291,53.7984745,0.00207942553,0.000356618433,0.779210093,0.218353863,0.804997264,0.779210093
1497.71638,0.271836544,0.0118405951,14.0043323,316.959638,476.675872,51.8556634,316.437036,286.277182,1.97251051,-0.023598671,599.859145,0.137309703,316.437036,51.8556634,1334.60114,0.263127654,0.730574913,0.00585265374,0.000444779659,51.8556634,65.3126673,0.000920549277,0.000303119085,0.736342557,0.262433774,0.860277717,0.736342557
902.574664,0.270465849,0.00331838147,60.3861243,314.267012,471.842171,54.411338,344.807017,338.761175,1.24404948,-0.00168711828,601.146652,0.152784755,344.807017,54.411338,867.457516,0.238401095,0.739228965,0.0216621292,0.000707809961,54.411338,20.9089806,0.00074873578,0.000290035907,0.885082316,0.113878913,0.496181909,0.885082316
963.631163,0.335695823,0.0127978544,254.772508,304.16999,531.436518,52.9594101,313.897729,311.897729,2.27742473,-0.000891779873,615.173911,0.0948396992,313.897729,52.9594101,1119.78791,0.261453267,0.733365477,0.00472083901,0.000460416631,52.9594101,37.2569481,0.000948599991,0.000313947455,0.681565947,0.317171505,0.827690975,0.681565947
984.291845,0.311516255,0.0165432096,316.227823,304.992604,506.232244,51.3795417,331.834219,308.460887,2.15650978,-0.0116443149,605.476005,0.126589459,331.834219,51.3795417,1181.16267,0.226706836,0.761936229,0.0100600192,0.00129691576,51.3795417,41.7265414,0.000719664297,0.000295384945,0.645457501,0.35352745,0.693869656,0.645457501
924.692475,0.392274501,0.0181217173,313.33033,293.263705,517.61468,60.7559903,349.81438,286.525634,2.25739692,-0.0246146731,617.775881,0.102714698,349.81438,60.7559903,1130.23266,0.287942898,0.693668228,0.0155780756,0.002810798,60.7559903,33.2740674,0.000984937818,0.00029889081,0.590585727,0.408130445,0.527434878,0.590585727
1106.82274,0.255022435,0.00410334171,337.604954,296.993107,507.821359,70.7060594,305.109764,303.109764,2.4817928,-0.00122912115,618.77721,0.170177327,305.109764,70.7060594,1299.80949,0.180168574,0.816679531,0.00309021085,6.16838952e-05,70.7060594,48.5481249,0.000922128784,0.000484218826,0.906695261,0.0918983916,0.916380097,0.906695261
1442.14713,0.389124647,0.0146074053,336.502806,303.192214,530.74008,73.6419754,343.97849,290.667324,3.32382004,-0.0340623252,630.801713,0.0951881752,343.97849,73.6419754,1618.21026,0.313733014,0.673308826,0.0114224367,0.00153572338,73.6419754,53.6052297,0.00133917352,0.000358539191,0.651677445,0.346624842,0.653971078,0.651677445
1091.25219,0.446828042,0.0101148022,366.637975,291.229237,488.925852,58.0180029,307.22433,305.22433,2.32765341,-0.001447715,609.146513,0.107721245,307.22433,58.0180029,1294.24827,0.336098874,0.659982677,0.00374835794,0.000170090916,58.0180029,58.5916928,0.00139253952,0.000318207104,0.81366137,0.184627883,0.907638338,0.81366137
1120.37442,0.288748913,0.0215255929,62.2408009,293.135486,475.513471,54.4508732,294.966948,292.966948,1.75802167,-0.00154445798,601.295508,0.138245961,294.966948,54.4508732,1026.13531,0.271608035,0.726533132,0.00168743574,0.000171397436,54.4508732,67.0328759,0.00114543569,0.000347033874,0.641356708,0.357150823,0.961283519,0.641356708
879.166291,0.371384841,0.0287150447,193.507122,316.292631,509.097314,57.5447321,350.018347,310.61461,1.72228091,-0.0188413187,612.326496,0.102118533,350.018347,57.5447321,964.066895,0.304050639,0.678606676,0.0135636624,0.00377902277,57.5447321,41.9212703,0.000984080788,0.000276761687,0.48343825,0.515300907,0.607820965,0.48343825
1088.92241,0.353618953,0.0150091027,262.876795,312.811318,505.476601,72.2828092,312.068724,300.686256,2.15958701,-0.00817732916,622.854171,0.123588217,312.068724,72.2828092,1196.95708,0.281873147,0.714468484,0.00339920741,0.00025916125,72.2828092,59.6634742,0.00141156199,0.000420586197,0.729434869,0.268732982,0.91450382,0.729434869
1370.00923,0.335840066,0.0108736321,213.277586,303.661255,484.153631,60.9381324,336.981569,295.894087,2.33986862,-0.0283916438,609.857603,0.129668148,336.981569,60.9381324,1407.88934,0.284386522,0.702431913,0.0122326555,0.000948910063,60.9381324,56.0758092,0.00104154609,0.000317085489,0.756807748,0.241833621,0.711331126,0.756807748
1453.41472,0.324384691,0.0275814347,29.0373787,311.035194,472.188001,71.3960455,295.635328,293.635328,1.95587645,-0.00231518908,613.602058,0.13358894,295.635328,71.3960455,1254.95868,0.325350228,0.673242503,0.00125745496,0.000149813966,71.3960455,101.528271,0.00179081731,0.000420364264,0.60480219,0.392986629,0.974944593,0.60480219
1128.83151,0.358491856,0.0100181664,382.434751,294.852978,507.312664,58.6734984,347.453085,326.382721,2.61007992,-0.00843492021,613.355136,0.118824932,347.453085,58.6734984,1383.15281,0.257790517,0.722334831,0.0180883992,0.00178625302,58.6734984,31.9420423,0.000861558169,0.000302919403,0.722141847,0.276693675,0.479699427,0.722141847
1057.80457,0.316619439,0.00718856952,311.519123,297.368124,508.54337,58.4811393,353.697865,333.046477,2.35791419,-0.00481005561,612.86404,0.127961767,353.697865,58.4811393,1265.27798,0.230819375,0.743771914,0.0232029224,0.00220578896,58.4811393,18.3314201,0.000745800499,0.00030463146,0.736385869,0.262563699,0.314976617,0.736385869
1233.1837,0.267737037,0.0124319354,79.332083,309.18091,521.818497,68.2919864,339.569203,298.546503,2.29007294,-0.0203041967,623.46518,0.121347722,339.569203,68.2919864,1191.139,0.243517365,0.744556326,0.0106131772,0.00131313201,68.2919864,41.2462838,0.000986023956,0.000373269,0.664871551,0.333769156,0.684470476,0.664871551
1252.72576,0.283430408,0.0139130903,67.6829051,290.388873,515.471081,63.4236737,309.378839,307.378839,2.42411298,-0.00129347493,618.722191,0.115348071,309.378839,63.4236737,1184.16869,0.265199247,0.731303704,0.00319861997,0.000298428662,63.4236737,54.3288716,0.00118493568,0.000381967132,0.684126977,0.31430612,0.907516675,0.684126977
1482.1349,0.353698679,0.0265880229,197.188637,296.329471,536.466737,65.3587713,311.023105,309.023105,3.30205886,-0.00181113848,625.870277,0.0862765406,311.023105,65.3587713,1508.63845,0.31742822,0.679553704,0.00253220753,0.000485869047,65.3587713,80.227736,0.00144666441,0.000363275422,0.516136871,0.48205319,0.915536209,0.516136871
1579.9236,0.423018127,0.0278046268,197.307131,301.179226,501.822137,66.5042884,318.739973,316.739973,2.92099894,-0.00227972964,616.745549,0.0918981531,318.739973,66.5042884,1555.8686,0.389973423,0.605511302,0.00386662719,0.000648648379,66.5042884,98.5243847,0.00172591472,0.000319269757,0.562326879,0.435627937,0.902050242,0.562326879
1068.33663,0.376768093,0.0253586083,201.285567,308.416543,537.982619,68.8288099,299.147368,297.147368,2.4060766,-0.0013533621,628.901799,0.0863277164,299.147368,68.8288099,1140.03859,0.322503585,0.675849948,0.00142837841,0.000218088165,68.8288099,60.0871752,0.00167102477,0.000400407338,0.551195949,0.446732619,0.953136972,0.551195949
1111.16179,0.310737543,0.0185216471,32.9979979,315.86599,474.066922,78.3323775,347.505475,280.001585,1.48278179,-0.0454686172,619.313449,0.144254886,347.505475,78.3323775,987.973999,0.298991629,0.686922168,0.012460647,0.00162555511,78.3323775,56.5692261,0.00133371476,0.000384520958,0.662860164,0.335421601,0.752836379,0.662860164
1390.24131,0.342457893,0.0257088539,37.1527455,313.81563,503.516504,75.5430126,329.613971,327.613971,2.22151015,-0.00186415872,623.789657,0.108395844,329.613971,75.5430126,1244.67479,0.340943579,0.652627732,0.00545327802,0.000975410296,75.5430126,79.5049325,0.00161079911,0.000375029673,0.563733668,0.434280503,0.868476447,0.563733668
1276.53706,0.321165293,0.0129899984,260.205279,298.993504,505.624733,51.8578227,344.223094,296.628119,2.59484548,-0.0213219399,606.965924,0.114141832,344.223094,51.8578227,1405.60022,0.258362562,0.723234769,0.0161345205,0.00226814913,51.8578227,37.5505183,0.000775633856,0.000270976484,0.64225782,0.35669557,0.515369204,0.64225782
1524.58889,0.317214006,0.027432436,351.648608,296.924716,483.332811,68.4146531,324.631007,293.998377,2.85434898,-0.0376199197,613.301224,0.151524476,324.631007,68.4146531,1624.25411,0.252561091,0.74138098,0.00530787359,0.000750055739,68.4146531,105.422573,0.00111125774,0.000393084709,0.613332359,0.385163299,0.882351431,0.613332359
1419.8273,0.347508027,0.0357740512,30.8620495,290.788428,520.46012,63.0557798,297.124876,283.220509,2.7301215,-0.0138597049,618.660114,0.0871491636,297.124876,63.0557798,1272.49721,0.353827805,0.644766363,0.00114730103,0.000258531113,63.0557798,92.1931053,0.00170264524,0.000353151924,0.450571444,0.547372759,0.966047588,0.450571444
1321.20894,0.350519081,0.0152417827,308.766294,302.381996,479.281733,75.7953553,294.436887,285.671587,2.36238441,-0.00900401345,619.00448,0.147292787,294.436887,75.7953553,1407.10527,0.280542941,0.717971962,0.00140776973,7.73279584e-05,75.7953553,86.4447529,0.00165293413,0.000478544042,0.766174054,0.231694468,0.970960204,0.766174054
1419.53362,0.420166161,0.0163724972,52.333032,290.846408,479.463523,78.0673638,301.387904,292.844539,2.25943009,-0.00836237065,619.441509,0.103446006,301.387904,78.0673638,1265.79608,0.422294338,0.575728603,0.00184007596,0.000136983201,78.0673638,82.6718951,0.00244504753,0.000383046742,0.718142166,0.27902974,0.962249821,0.718142166
1165.39031,0.285008776,0.0238421941,114.030072,306.448452,524.311536,62.3870927,354.332288,310.850976,2.29163277,-0.0212829302,619.46331,0.110386672,354.332288,62.3870927,1163.04705,0.254026135,0.72752492,0.0141673059,0.00428163918,62.3870927,43.0442443,0.000872948555,0.000317235942,0.468989523,0.529820292,0.550594607,0.468989523
1464.93595,0.347533595,0.00382017992,274.96728,300.213685,511.152087,70.245688,301.525322,299.525322,2.99837193,-0.00151599853,623.780048,0.115244919,301.525322,70.245688,1562.31208,0.288259442,0.70909084,0.00259934824,5.03695293e-05,70.245688,60.2454397,0.0015004161,0.000424251426,0.906489546,0.0915857864,0.930785826,0.906489546
1518.29011,0.255686216,0.00165674406,378.1519,317.304194,535.875575,50.4244405,298.979441,296.979441,3.44862829,-0.00101845104,612.417765,0.112338695,298.979441,50.4244405,1768.94191,0.194786214,0.801883669,0.00329007499,4.00423335e-05,50.4244405,40.2790179,0.000740229917,0.000348305318,0.938220175,0.0606912899,0.866547129,0.938220175
1471.84826,0.33250826,0.0337474795,138.697429,295.132653,501.177605,54.1065965,320.24345,318.24345,2.71375764,-0.00210806514,606.84027,0.104878968,320.24345,54.1065965,1414.3734,0.309656847,0.684960288,0.00436356157,0.00101930374,54.1065965,93.516401,0.00110516591,0.000292107532,0.482869739,0.515732988,0.879759353,0.482869739
1127.37313,0.315502278,0.0336831663,316.023177,305.159695,537.5973,55.6602047,336.854045,285.002968,2.77157544,-0.0339498877,617.526012,0.0979212106,336.854045,55.6602047,1313.82011,0.244181327,0.745959528,0.00738409097,0.00247505329,55.6602047,59.9172444,0.000817391907,0.000307707596,0.419380264,0.579494637,0.721461014,0.419380264
1579.39432,0.448777552,0.0126492662,16.2024313,291.8934,499.599393,72.7660891,356.066537,313.143557,2.70106461,-0.025104043,619.60478,0.0809399039,356.066537,72.7660891,1432.9503,0.454544873,0.524839737,0.0180796576,0.00253573237,72.7660891,47.9065688,0.00180692226,0.000265465215,0.656751002,0.34117661,0.548417659,0.656751002
1314.69777,0.321651195,0.0147557456,159.724497,296.528634,477.522119,59.2144842,356.709147,290.374855,2.17396743,-0.0339915888,606.592448,0.135008115,356.709147,59.2144842,1317.51875,0.277600926,0.696729146,0.0223683677,0.00330156048,59.2144842,42.7206445,0.000895290882,0.000286196878,0.646542039,0.352276473,0.483797472,0.646542039
902.285044,0.405146967,0.00196781893,289.764768,295.175991,512.786337,64.3948363,346.291435,338.324497,2.10788964,-0.00189474961,620.377918,0.105052794,346.291435,64.3948363,1097.66638,0.298028466,0.681359036,0.0201935123,0.000418985897,64.3948363,17.5776422,0.00109951271,0.000314811656,0.92373907,0.0748466058,0.422810704,0.92373907
980.873932,0.325295096,0.015974137,255.392663,299.497939,491.264591,74.7153286,306.522316,304.522316,1.93795772,-0.00146402291,620.23214,0.149808273,306.522316,74.7153286,1080.0519,0.251091693,0.746164732,0.0025679263,0.000175649052,74.7153286,60.6149964,0.00134574341,0.000464680017,0.742825303,0.255364273,0.941976933,0.742825303
1231.23424,0.334732584,0.0170699034,189.315401,299.73324,507.133271,73.6082374,353.996653,318.457392,2.40987447,-0.0204508158,624.024107,0.120905903,353.996653,73.6082374,1273.30644,0.284495368,0.69717889,0.0157984942,0.0025272477,73.6082374,47.5842872,0.00115535215,0.000359066799,0.624431667,0.374053914,0.596296562,0.624431667
809.377102,0.380263827,0.0226412892,280.542395,318.508833,491.59665,60.0902135,325.908637,287.996621,1.58835938,-0.0222334618,610.178337,0.126150224,325.908637,60.0902135,962.328596,0.279423454,0.713008622,0.00673930849,0.000828614577,60.0902135,49.9386679,0.0010720601,0.000330442814,0.647608129,0.350989368,0.832962195,0.647608129
918.84704,0.410698629,0.0323661799,255.355457,307.360891,525.691112,55.5738162,315.523276,313.523276,2.1203063,-0.00128308456,615.244109,0.0840061968,315.523276,55.5738162,1053.7593,0.327966111,0.667774892,0.00349431924,0.000764677243,55.5738162,57.0404899,0.00123642657,0.000298017999,0.491215654,0.507249901,0.883848131,0.491215654
839.94043,0.316560454,0.00894241096,219.270669,303.342549,491.408035,65.8567606,292.333916,290.333916,1.63409402,-0.0010940922,614.319942,0.14673305,292.333916,65.8567606,936.102117,0.242302676,0.7560691,0.0015724174,5.5806104e-05,65.8567606,45.0787166,0.00125874754,0.000442158512,0.832836258,0.165462836,0.962272504,0.832836258
876.721886,0.444947503,0.0274992597,156.104163,296.0647,480.029029,79.4883651,297.640897,295.640897,1.54849625,-0.00153537543,620.415332,0.111503958,297.640897,79.4883651,879.323362,0.393984366,0.604555317,0.00132094048,0.000139376454,79.4883651,66.5083661,0.00238160325,0.00041644752,0.63654588,0.360656069,0.97329633,0.63654588
1266.76408,0.388610037,0.00379310922,47.1279062,307.531152,488.583584,57.4704388,292.733056,290.733056,1.9411943,-0.0012316753,608.614152,0.0959037471,292.733056,57.4704388,1169.72987,0.380413014,0.617554261,0.00199480346,3.79216892e-05,57.4704388,49.7396531,0.00171974701,0.000314575954,0.90225499,0.0957106868,0.950575719,0.90225499
1266.20983,0.395744121,0.0327079875,310.102289,298.891532,499.583606,75.7113946,320.099686,294.598179,2.59012467,-0.0275022768,622.8312,0.116568205,320.099686,75.7113946,1365.26501,0.324135377,0.671620928,0.0036396696,0.000604025498,75.7113946,94.2236023,0.00162012938,0.00040101096,0.567189551,0.430789309,0.914929564,0.567189551
1097.65125,0.364826208,0.0258094551,10.5448614,310.935883,474.644638,54.3137361,332.698154,314.09849,1.48345357,-0.0131431651,600.908576,0.105103013,332.698154,54.3137361,963.247136,0.371958272,0.617932422,0.00851595877,0.00159334671,54.3137361,60.7715678,0.00124233833,0.00025244731,0.557591887,0.440913328,0.805102754,0.557591887
1383.16034,0.357822013,0.0337753321,289.750274,300.348592,474.378289,69.3356952,314.507143,300.165279,2.384809,-0.0183422281,612.380611,0.140233766,314.507143,69.3356952,1422.974,0.298925196,0.697423081,0.00317724049,0.000474482693,69.3356952,111.126157,0.0014146753,0.000389918824,0.583877801,0.414317605,0.934858932,0.583877801
993.603382,0.273521307,0.0270614435,247.072801,306.337609,492.547553,69.5241557,345.254477,317.116235,1.90630305,-0.0192412658,614.449903,0.167347765,345.254477,69.5241557,1091.78757,0.207222773,0.779485679,0.0111864133,0.0021051353,69.5241557,57.927846,0.00082970691,0.000390188348,0.574286827,0.424493277,0.731462547,0.574286827
1243.2599,0.422461544,0.0281368535,31.2462746,298.051533,507.752962,51.7948573,359.824353,314.448857,2.18655085,-0.0221778943,605.554764,0.0715227784,359.824353,51.7948573,1155.35338,0.422045739,0.553211559,0.0174332936,0.00730940818,51.7948573,44.0210493,0.00117337569,0.000196849629,0.395816514,0.60281326,0.463832114,0.395816514
1507.676,0.408451244,0.00686911443,1.00418156,291.817427,533.466099,68.0166895,341.817951,285.727912,2.97591828,-0.0228090916,627.221469,0.0688621479,341.817951,68.0166895,1390.50998,0.412331569,0.573667129,0.0128548634,0.00114643874,68.0166895,33.357904,0.0016436202,0.000284226444,0.735397842,0.262674311,0.578485258,0.735397842
1453.23392,0.388152348,0.0311223305,298.500125,311.68911,524.61466,54.3001616,340.483642,328.508572,3.09059649,-0.00990601255,613.856016,0.0835668116,340.483642,54.3001616,1584.14455,0.326271658,0.661640692,0.00922683022,0.00286082008,54.3001616,73.3134082,0.00104545975,0.000262908113,0.443594347,0.555097285,0.68991857,0.443594347
1561.72596,0.348851425,0.0168635584,285.705512,294.69243,486.515458,50.9487973,297.901113,295.901113,2.88329601,-0.00203149867,601.689839,0.117338864,297.901113,50.9487973,1633.22557,0.294377332,0.70315043,0.00228760406,0.000184633772,50.9487973,86.3510535,0.00113857184,0.000310093768,0.69705289,0.301498445,0.941556015,0.69705289
1001.59229,0.330862457,0.031920615,218.958551,291.874472,513.810174,60.2291899,299.560284,297.560284,2.20700645,-0.00150438885,614.93456,0.11224622,299.560284,60.2291899,1078.89146,0.272603124,0.725532176,0.00159544949,0.000269251169,60.2291899,67.2649907,0.00123258037,0.000375443619,0.527404784,0.470987192,0.953724552,0.527404784
1495.74678,0.337926078,0.00954511189,35.4778543,310.673592,524.334571,56.8114863,316.850662,293.844963,2.67779648,-0.0135088627,617.157054,0.0844384965,316.850662,56.8114863,1396.87825,0.331245913,0.662993929,0.00531933546,0.000440822492,56.8114863,48.9872048,0.00126647334,0.000300871728,0.719557893,0.278874762,0.825901249,0.719557893
1487.3898,0.403944983,0.000647523365,251.51025,298.681583,486.37125,60.7242915,341.469114,302.512075,2.65727111,-0.018754729,611.304337,0.108137419,341.469114,60.7242915,1572.80546,0.340670371,0.640358911,0.0188646762,0.000106041925,60.7242915,36.1515493,0.00121454885,0.000283592096,0.976474136,0.0220277234,0.543331195,0.976474136
1549.47818,0.421707654,0.0371087163,368.286025,293.984222,505.373043,69.2209631,334.76997,295.614573,3.3062502,-0.048663745,619.531245,0.100886915,334.76997,69.2209631,1675.81763,0.35048095,0.641452446,0.00651026678,0.00155633722,69.2209631,110.10214,0.00147533571,0.000331505496,0.499646914,0.498546245,0.834501618,0.499646914
1402.34937,0.35234498,0.03677149,375.425031,309.750837,498.949091,78.6201864,356.603684,289.299878,2.79053522,-0.0711978304,623.778412,0.13513193,356.603684,78.6201864,1551.36946,0.275389626,0.708097609,0.0130198211,0.00349294437,78.6201864,92.8646543,0.00117981248,0.000386317328,0.501499608,0.496934262,0.697491234,0.501499608
837.258363,0.251115107,0.0132782424,393.086749,318.374499,516.023248,52.2970837,329.074537,327.074537,2.05403011,-0.000790199381,604.877313,0.156446118,329.074537,52.2970837,1132.29299,0.156619469,0.832985656,0.00941430139,0.000980574381,52.2970837,32.267085,0.000513787683,0.000332035668,0.689023218,0.310130959,0.675921819,0.689023218
885.753825,0.396525757,0.0360378157,293.651914,301.714267,502.1593,72.870929,309.35887,300.991245,1.94373564,-0.00682535846,621.368694,0.120438412,309.35887,72.870929,1023.13357,0.301829851,0.695538911,0.00226786467,0.000363372651,72.870929,71.6703953,0.00154967974,0.00041743495,0.557839216,0.44019367,0.945147047,0.557839216
899.220796,0.273095644,0.0376642946,120.743217,317.103005,494.215611,50.7025214,321.345896,319.345896,1.49991521,-0.00137664235,600.465106,0.133269564,321.345896,50.7025214,893.111345,0.238265057,0.75583953,0.00470379399,0.00119161864,50.7025214,61.39778,0.000791762582,0.000300763615,0.464616676,0.534290798,0.871636424,0.464616676
1198.82731,0.276579703,0.0224371478,392.911581,292.039099,485.084818,65.3056957,338.588029,335.071307,2.48973855,-0.00299665286,609.33013,0.179210321,338.588029,65.3056957,1402.94781,0.193946988,0.794327906,0.0103219159,0.00140318948,65.3056957,69.9490816,0.000754823853,0.000382109634,0.642465764,0.356397302,0.756296436,0.642465764
1019.84239,0.30516463,0.00535367452,356.69099,317.711765,502.338611,79.4204014,307.973241,305.973241,2.13151153,-0.00132359907,625.057102,0.16248717,307.973241,79.4204014,1223.18645,0.21304014,0.783762992,0.00312467939,7.21892033e-05,79.4204014,52.2084717,0.00120256537,0.000515651613,0.895394202,0.102887581,0.924419146,0.895394202
938.685765,0.313580451,0.00494040931,54.4526802,298.948621,476.436875,52.3238238,334.042203,288.172139,1.43566415,-0.0165363643,601.372034,0.126302292,334.042203,52.3238238,890.18184,0.288873103,0.696244943,0.014306055,0.000575899172,52.3238238,28.601561,0.000922765181,0.000272697215,0.854587342,0.144217195,0.657454571,0.854587342
1114.43206,0.415931402,0.0129565412,0.375435074,311.00382,498.419494,50.9565609,317.152851,281.390147,1.70523479,-0.0182531946,603.635803,0.0759872258,317.152851,50.9565609,1000.88117,0.427864429,0.565888068,0.0056765325,0.000570970386,50.9565609,43.482019,0.00146464397,0.000230061489,0.679375499,0.318929796,0.838694286,0.679375499
1423.06498,0.371464169,0.0342837744,318.900094,300.606029,537.887794,67.6920826,302.988315,296.911032,3.39772551,-0.0062418983,627.474269,0.0890245324,302.988315,67.6920826,1554.70654,0.309649713,0.688491842,0.00153642462,0.000322020441,67.6920826,93.1386528,0.00153831138,0.000394417857,0.479620955,0.518446316,0.949241553,0.479620955
1095.28019,0.417722068,0.0301568571,255.134523,319.270205,520.822393,57.1253525,310.726252,308.726252,2.27455792,-0.00152213262,615.148885,0.0838777506,310.726252,57.1253525,1206.25869,0.347399185,0.649188591,0.00286723356,0.000544989929,57.1253525,67.4040764,0.00138636144,0.000303697854,0.518030244,0.480279697,0.909875245,0.518030244
1090.7824,0.265563785,0.0218161919,63.1781013,292.418826,474.685962,68.2676782,347.92852,322.15338,1.71412143,-0.0171923008,611.116811,0.163219836,347.92852,68.2676782,1003.87493,0.241404611,0.743031652,0.0133626691,0.00220106738,68.2676782,55.5250377,0.000936508183,0.000361981019,0.609919753,0.388781758,0.716278064,0.609919753
1101.80363,0.277331541,0.0140537634,40.8003727,308.230614,479.401315,60.895138,306.714902,295.108261,1.59950127,-0.00779712221,607.839496,0.144109097,306.714902,60.895138,998.270046,0.26191903,0.734735345,0.00311434594,0.000231279198,60.895138,56.264591,0.00114271019,0.000372620947,0.727379733,0.271104936,0.929397508,0.727379733
1243.6107,0.404452873,0.0358759177,354.831627,307.41641,533.514809,51.4565162,339.788138,310.751237,2.99179632,-0.0212353794,613.943878,0.0771652306,339.788138,51.4565162,1454.27112,0.319132025,0.669202926,0.00849519293,0.00316985616,51.4565162,66.545774,0.000972532477,0.000252594102,0.397597031,0.601177843,0.68169417,0.397597031
1339.88306,0.267245267,0.0291079248,87.234039,319.693215,537.609977,72.571696,301.888439,299.888439,2.57001901,-0.0016986786,629.571448,0.110516619,301.888439,72.571696,1271.37985,0.250437351,0.747893022,0.00139524489,0.000274381917,72.571696,76.5902378,0.001343493,0.000461546582,0.493530492,0.504664468,0.955174901,0.493530492
1219.98894,0.431840889,0.00925913974,301.973255,307.067514,538.847771,64.9221763,347.478658,327.75822,2.9059634,-0.00668589673,627.585577,0.0769242267,347.478658,64.9221763,1413.49254,0.344026853,0.638675621,0.0154479736,0.00184955197,64.9221763,27.4159687,0.00127205504,0.000296335148,0.68176506,0.31666655,0.461206628,0.68176506
1060.08668,0.303798373,0.00799186398,312.502263,305.405685,490.143831,52.5820079,337.487393,288.464799,2.08668832,-0.0211992186,602.80373,0.144088053,337.487393,52.5820079,1244.88867,0.221404799,0.762514811,0.0151114812,0.000968909559,52.5820079,34.8923991,0.000697823474,0.000296480271,0.790768825,0.208236871,0.594600921,0.790768825
