floor,max_recovery,purity_at_opt,n4_total,n_MeOH_4_kmol_h,MeOH_produced_kmol_h,duty,feasible
0.6,1.0,0.6000000238418579,84.62039184570312,50.772237124929234,50.772237124929234,1.5442261695861816,True
0.64,1.0,0.64000004529953,78.5595932006836,50.27814320715015,50.27814320715015,1.523247480392456,True
0.65,1.0,0.6500000357627869,77.8735580444336,50.617815513857295,50.617815513857295,1.5293210744857788,True
0.7,1.0,0.7000000476837158,78.22110748291016,54.75477896791017,54.75477896791017,1.662877082824707,True
0.75,0.9991159439086914,0.7500000596046448,74.03985595703125,55.52989638089275,55.57903136211746,1.6999999284744263,True
0.8,0.9978339672088623,0.8000000715255737,69.7361068725586,55.78889048596193,55.909993364942686,1.6999999284744263,True
0.85,0.9961387515068054,0.8500000834465027,65.99549102783203,56.096172880750146,56.31361373693824,1.6999999284744263,True
0.9,0.9936827421188354,0.9000000357627869,62.43540954589844,56.19187082417284,56.54910611042171,1.6999999284744263,True
0.95,0.9900047779083252,0.9500000476837158,59.1923713684082,56.23275562250001,56.80048912623246,1.6999999284744263,True
